conversation_group_id,turn_id,metric_identifier,score,threshold,result,reason,query
multi-components-then-coverage-accounts-team,components_then_coverage,ragas:faithfulness,0.5,0.8,FAIL,Max of 2 judges: 0.500,"List Components owned by accounts-team, then analyze TechDocs coverage for that same owner"
techdocs-retrieve-home,retrieve_home,custom:tool_eval,0.0,,FAIL,Max of 2 judges: 0.000,"If any entity has TechDocs, retrieve the content of its documentation home page; otherwise say none are available after checking."
techdocs-retrieve-home,retrieve_home,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,"If any entity has TechDocs, retrieve the content of its documentation home page; otherwise say none are available after checking."
techdocs-retrieve-home,retrieve_home,ragas:faithfulness,0.3333333333333333,0.8,FAIL,Max of 2 judges: 0.333,"If any entity has TechDocs, retrieve the content of its documentation home page; otherwise say none are available after checking."
catalog-filter-tags-security,filter_tags,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Show catalog entities tagged with security
catalog-filter-tags-security,filter_tags,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Show catalog entities tagged with security
catalog-filter-tags-security,filter_tags,ragas:faithfulness,0.6666666666666666,0.8,FAIL,Max of 2 judges: 0.667,Show catalog entities tagged with security
scaffolder-list-actions,list_actions,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,List all installed Scaffolder actions
scaffolder-list-actions,list_actions,custom:answer_correctness,0.6,0.75,FAIL,Max of 2 judges: 0.600,List all installed Scaffolder actions
scaffolder-list-actions,list_actions,ragas:faithfulness,0.75,0.8,FAIL,Max of 2 judges: 0.750,List all installed Scaffolder actions
catalog-component-owner-security-team,kind_owner,custom:tool_eval,0.0,,FAIL,Max of 2 judges: 0.000,List Component entities owned by security-team
catalog-component-owner-security-team,kind_owner,custom:answer_correctness,0.2,0.75,FAIL,Max of 2 judges: 0.200,List Component entities owned by security-team
catalog-component-owner-security-team,kind_owner,ragas:faithfulness,0.4,0.8,FAIL,Max of 2 judges: 0.400,List Component entities owned by security-team
catalog-filter-tags-database,filter_tags,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Show catalog entities tagged with database
catalog-filter-tags-database,filter_tags,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Show catalog entities tagged with database
catalog-filter-tags-database,filter_tags,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Show catalog entities tagged with database
catalog-model-description,model_description,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Describe the catalog model and what entity kinds are registered
catalog-model-description,model_description,custom:answer_correctness,0.4,0.75,FAIL,Max of 2 judges: 0.400,Describe the catalog model and what entity kinds are registered
catalog-model-description,model_description,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Describe the catalog model and what entity kinds are registered
scaffolder-template-example-nodejs-template,template_by_name,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Get metadata for the software template named example-nodejs-template if it exists
scaffolder-template-example-nodejs-template,template_by_name,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Get metadata for the software template named example-nodejs-template if it exists
scaffolder-template-example-nodejs-template,template_by_name,ragas:faithfulness,0.0,0.8,FAIL,Max of 2 judges: 0.000,Get metadata for the software template named example-nodejs-template if it exists
negative-docs-not-execute,docs_not_execute,custom:tool_eval,0.0,,FAIL,Max of 2 judges: 0.000,What is our TechDocs coverage? Do not run any scaffolder templates.
negative-docs-not-execute,docs_not_execute,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,What is our TechDocs coverage? Do not run any scaffolder templates.
negative-docs-not-execute,docs_not_execute,ragas:faithfulness,0.6666666666666666,0.8,FAIL,Max of 2 judges: 0.667,What is our TechDocs coverage? Do not run any scaffolder templates.
multi-actions-then-tasks,actions_then_tasks,custom:tool_eval,0.0,,FAIL,Max of 2 judges: 0.000,"List installed scaffolder actions, then show recent scaffolder tasks"
multi-actions-then-tasks,actions_then_tasks,custom:answer_correctness,0.2,0.75,FAIL,Max of 2 judges: 0.200,"List installed scaffolder actions, then show recent scaffolder tasks"
multi-actions-then-tasks,actions_then_tasks,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,"List installed scaffolder actions, then show recent scaffolder tasks"
catalog-filter-tags-pis,filter_tags,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Show catalog entities tagged with pis
catalog-filter-tags-pis,filter_tags,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Show catalog entities tagged with pis
catalog-filter-tags-pis,filter_tags,ragas:faithfulness,0.5,0.8,FAIL,Max of 2 judges: 0.500,Show catalog entities tagged with pis
negative-coverage-no-tasks,trap,custom:tool_eval,0.0,,FAIL,Max of 2 judges: 0.000,Summarize TechDocs coverage only. Do not list scaffolder tasks.
negative-coverage-no-tasks,trap,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Summarize TechDocs coverage only. Do not list scaffolder tasks.
negative-coverage-no-tasks,trap,ragas:faithfulness,0.14285714285714285,0.8,FAIL,Max of 2 judges: 0.143,Summarize TechDocs coverage only. Do not list scaffolder tasks.
catalog-api-tag-consent,kind_tag,custom:tool_eval,0.0,,FAIL,Max of 2 judges: 0.000,Show API entities tagged with consent
catalog-api-tag-consent,kind_tag,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Show API entities tagged with consent
catalog-api-tag-consent,kind_tag,ragas:faithfulness,0.8,0.8,PASS,Max of 2 judges: 0.800,Show API entities tagged with consent
techdocs-coverage,coverage,custom:tool_eval,0.0,,FAIL,Max of 2 judges: 0.000,What is our TechDocs documentation coverage across catalog entities?
techdocs-coverage,coverage,custom:answer_correctness,0.7,0.75,FAIL,Max of 2 judges: 0.700,What is our TechDocs documentation coverage across catalog entities?
techdocs-coverage,coverage,ragas:faithfulness,0.8,0.8,PASS,Max of 2 judges: 0.800,What is our TechDocs documentation coverage across catalog entities?
techdocs-coverage-owner-compliance-team,coverage_owner,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Analyze TechDocs coverage for entities owned by compliance-team
techdocs-coverage-owner-compliance-team,coverage_owner,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Analyze TechDocs coverage for entities owned by compliance-team
techdocs-coverage-owner-compliance-team,coverage_owner,ragas:faithfulness,0.875,0.8,PASS,Max of 2 judges: 0.875,Analyze TechDocs coverage for entities owned by compliance-team
